排名,代码,名称,最新价,成交额(亿元)
143,US.TMO,赛默飞世尔,473.95,9.18
144,US.NXPI,恩智浦,321.88,9.16
145,US.ABT,雅培,86.99,9.12
146,US.URI,联合租赁,1056.58,8.97
147,US.MELI,MercadoLibre,1638.54,8.94
148,US.BX,黑石,110.28,8.92
149,US.PEP,百事可乐,142.54,8.88
150,US.ACN,埃森哲,177.43,8.83
151,US.COF,第一资本信贷,177.62,8.68
152,US.SHOP,Shopify,112.94,8.59
153,US.FSLR,第一太阳能,318.25,8.53
154,US.COP,康菲石油,119.05,8.41
155,US.CBRS,Cerebras Systems,214.94,8.36
156,US.SU,森科能源,65.54,8.34
157,US.LASE,Laser Photonics,3.13,8.27
158,US.SNPS,新思科技,498.02,8.26
159,US.NKE,耐克,43.81,8.25
160,US.PYPL,PayPal,42.61,8.25
161,US.SBUX,星巴克,95.89,8.25
162,US.POET,POET Technologies,15.38,8.21
163,US.ICE,洲际交易所,138.45,8.21
164,US.GILD,吉利德科学,128.99,8.05
165,US.HCA,HCA医疗,363.23,8.04
166,US.GM,通用汽车,81.7,8.01
167,US.LOW,劳氏,207.65,8.0
168,US.VEEV,Veeva Systems,178.72,7.92
169,US.PFE,辉瑞,25.34,7.87
170,US.EQIX,易昆尼克斯,1077.0,7.87
171,US.RDW,Redwire,18.62,7.86
172,US.BLK,贝莱德,990.87,7.85
173,US.JCI,江森自控,146.96,7.78
174,US.MDB,MongoDB,368.32,7.76
175,US.OKTA,Okta,124.65,7.73
176,US.GPN,环汇有限公司,67.85,7.7
177,US.AMGN,安进,338.22,7.7
178,US.VSH,威世科技,63.97,7.69
179,US.CVNA,Carvana,63.65,7.67
180,US.UNP,联合太平洋,262.13,7.58
181,US.RTX,雷神技术,172.55,7.51
182,US.APLD,Applied Digital,44.71,7.5
183,US.XOS,Xos Inc,7.46,7.47
184,US.DIS,迪士尼,99.39,7.46
185,US.MPWR,Monolithic Power Systems,1689.89,7.44
186,US.CMG,奇波雷墨西哥烧烤,28.74,7.43
187,US.TWLO,Twilio,227.26,7.21
188,US.BMNR,Bitmine Immersion Technologies,16.9,7.13
189,US.VLO,瓦莱罗能源,261.45,7.06
190,US.PL,Planet Labs PBC,43.13,7.01
191,US.CVS,西维斯健康,91.37,6.96
192,US.FDXF,FEDEX FREIGHT HOLDING CO INC,152.0,6.93
193,US.ROST,罗斯百货,232.62,6.92
194,US.FIVE,Five Below,222.89,6.9
195,US.UPS,联合包裹,108.67,6.88
196,US.CBOE,芝加哥期权交易所,285.1,6.87
197,US.SATS,回声星通信,120.92,6.82
198,US.PWR,广达服务,715.67,6.73
199,US.BA.PRA,BOEING CO 6% DEP SHS RE 1/20TH PFD MAN CNV SR A,67.18,6.72
200,US.NEM,纽曼矿业,107.47,6.7
