排名,代码,名称,最新价,成交额(亿元)
53,US.ADI,亚德诺,403.89,20.91
54,US.CRM,赛富时,182.55,20.46
55,US.CBRS,Cerebras Systems,237.83,20.35
56,US.COST,好市多,974.75,20.33
57,US.CRDO,Credo Technology,222.27,19.33
58,US.IBM,IBM Corp,280.82,19.19
59,US.PANW,Palo Alto Networks,266.33,18.75
60,US.V,Visa,319.67,17.88
61,US.IONQ,IonQ Inc,62.8,17.71
62,US.JNJ,强生,232.16,17.55
63,US.ALAB,Astera Labs,346.33,17.42
64,US.GEV,GE Vernova,933.85,17.34
65,US.NXPI,恩智浦,301.14,16.96
66,US.INTU,财捷,305.51,16.92
67,US.HOOD,Robinhood,85.04,16.38
68,US.BAC,美国银行,53.63,16.33
69,US.C,花旗集团,133.28,15.45
70,US.RKLB,Rocket Lab,113.65,15.27
71,US.NOK,诺基亚,14.59,15.12
72,US.MA,万事达,485.67,15.03
73,US.AAL,美国航空,13.6,14.92
74,US.ON,安森美半导体,120.9,14.77
75,US.MRK,默沙东,119.52,14.76
76,US.VRT,Vertiv Holdings,300.57,14.55
77,US.HPE,慧与科技,49.87,14.42
78,US.COIN,Coinbase,162.11,14.17
79,US.SMCI,超微电脑,43.99,13.78
80,US.HD,家得宝,309.71,13.61
81,US.MPWR,Monolithic Power Systems,1559.18,13.58
82,US.SATS,回声星通信,116.62,13.46
83,US.UBER,优步,70.06,13.1
84,US.DDOG,Datadog,231.68,13.06
85,US.SOFI,SoFi Technologies,16.5,13.04
86,US.SUNE,SUNation Energy,5.88,12.77
87,US.ASTS,AST SpaceMobile,92.06,12.75
88,US.MCHP,微芯科技,91.37,12.74
89,US.GILD,吉利德科学,128.1,12.57
90,US.PEP,百事可乐,140.68,12.37
91,US.ABT,雅培,90.5,12.06
92,US.SNOW,Snowflake,240.45,11.91
93,US.ADBE,Adobe,244.99,11.64
94,US.CVX,雪佛龙,189.24,11.59
95,US.BABA,阿里巴巴,120.07,11.45
96,US.TJX,TJX公司,159.75,11.42
97,US.TER,泰瑞达,374.69,11.02
98,US.ABBV,艾伯维公司,223.07,10.99
99,US.PFE,辉瑞,25.62,10.84
100,US.BKNG,Booking Holdings,162.3,10.83
101,US.APH,安费诺,143.6,10.8
102,US.MCD,麦当劳,277.78,10.69
103,US.RTX,雷神技术,178.66,10.58
104,US.PG,宝洁,145.1,10.47
105,US.KO,可口可乐,79.54,10.2
106,US.GE,GE航天航空,322.04,10.2
107,US.CDNS,铿腾电子,394.24,10.15
108,US.MS,摩根士丹利,212.24,10.1
109,US.FLEX,伟创力,150.83,10.01
110,US.STM,意法半导体,75.01,9.91
111,US.LIN,林德气体,501.92,9.51
112,US.T,AT&T,22.5,9.47
113,US.ANET,Arista Networks,156.4,9.47
114,US.CME,芝加哥商品交易所,252.03,9.46
115,US.SPOT,Spotify Technology,503.13,9.42
116,US.TMUS,T-Mobile US,178.43,9.42
117,US.WFC,富国银行,80.96,9.35
118,US.CEG,Constellation Energy,250.67,9.17
119,US.ISRG,直觉外科公司,418.61,9.16
120,US.TMO,赛默飞世尔,469.63,9.15
121,US.COF,第一资本信贷,180.39,9.1
122,US.WBD,Warner Bros Discovery,26.47,8.9
123,US.SPGI,标普全球,417.09,8.88
124,US.ICE,洲际交易所,139.05,8.78
125,US.CRCL,Circle,82.53,8.78
126,US.VZ,Verizon,45.44,8.62
127,US.AMGN,安进,345.73,8.61
128,US.NVO,诺和诺德,41.02,8.59
129,US.CLS,天弘科技,386.5,8.57
130,US.DE,迪尔股份,573.66,8.51
131,US.ETN,伊顿,403.14,8.48
132,US.MDT,美敦力,80.69,8.27
133,US.FCX,麦克莫兰铜金,63.91,8.17
134,US.NEE,新纪元能源,84.01,8.08
135,US.SLB,斯伦贝谢,56.55,8.06
136,US.BA,波音,215.92,8.02
137,US.HON,霍尼韦尔,211.8,7.98
138,US.NET,Cloudflare,247.79,7.93
139,US.NKE,耐克,43.23,7.88
140,US.VLO,瓦莱罗能源,258.39,7.86
141,US.SHOP,Shopify,110.78,7.83
142,US.AXP,美国运通,312.3,7.82
143,US.PDD,拼多多,82.62,7.81
144,US.AKAM,阿克迈,141.87,7.79
145,US.RGTI,Rigetti Computing,21.765,7.77
146,US.REGN,再生元制药公司,611.34,7.74
147,US.FTNT,飞塔信息,143.04,7.66
148,US.NEM,纽曼矿业,98.99,7.59
149,US.BSX,波士顿科学,48.7,7.5
150,US.DIS,迪士尼,98.87,7.49
151,US.GM,通用汽车,83.77,7.48
152,US.QBTS,D-Wave Quantum,25.83,7.48
153,US.SNPS,新思科技,473.48,7.47
154,US.CMI,康明斯,672.68,7.47
155,US.ELV,Elevance Health,418.15,7.45
156,US.SHW,宣伟公司,299.55,7.33
157,US.NVTS,纳微半导体,24.48,7.27
158,US.TEL,泰科电子,205.61,7.22
159,US.CNI,加拿大国家铁路,120.81,7.13
160,US.ROST,罗斯百货,227.42,6.99
161,US.MELI,MercadoLibre,1611.99,6.95
162,US.SBUX,星巴克,94.82,6.94
163,US.BMY,施贵宝,55.57,6.94
164,US.PYPL,PayPal,41.26,6.91
165,US.AEP,美国电力,126.77,6.87
166,US.NU,Nu Holdings,11.6,6.8
167,US.LULU,Lululemon Athletica,117.55,6.79
168,US.ACN,埃森哲,174.43,6.68
169,US.XEL,埃克西尔能源,77.62,6.67
170,US.NPT,网塑科技,4.95,6.64
171,US.SCHW,嘉信理财,88.08,6.61
172,US.UNP,联合太平洋,268.67,6.55
173,US.PL,Planet Labs PBC,32.74,6.54
174,US.FIX,美国舒适系统,1852.03,6.53
175,US.MTSI,MACOM Technology Solutions,361.86,6.52
176,US.BMNR,Bitmine Immersion Technologies,16.85,6.51
177,US.DASH,DoorDash,152.49,6.47
178,US.APLD,Applied Digital,40.945,6.45
179,US.TNGX,Tango Therapeutics,30.93,6.44
180,US.FSLR,第一太阳能,275.39,6.4
181,US.JCI,江森自控,144.05,6.38
182,US.TWLO,Twilio,212.54,6.36
183,US.RDW,Redwire,18.57,6.32
184,US.PINS,Pinterest,21.99,6.29
185,US.MDB,MongoDB,352.56,6.26
186,US.PM,菲利普莫里斯,176.06,6.22
187,US.RCL,皇家加勒比邮轮,272.0,6.21
188,US.ORLY,奥莱利,89.02,6.17
189,US.KNX,Knight-Swift Transportation,80.71,6.14
190,US.MCK,麦克森,766.64,6.11
191,US.CMCSA,康卡斯特,23.76,6.0
192,US.HWM,Howmet Aerospace,246.55,5.94
193,US.PWR,广达服务,693.81,5.89
194,US.WULF,TeraWulf,25.86,5.88
195,US.CVS,西维斯健康,97.08,5.88
196,US.WELL,Welltower,200.0,5.85
197,US.HCA,HCA医疗,361.32,5.83
198,US.DXCM,德康医疗,76.62,5.82
199,US.FDX,联邦快递,330.22,5.82
200,US.KEYS,Keysight Technologies,331.6,5.82
