排名,代码,名称,最新价,成交额(亿元)
1,US.MU,,0.0,0.0
2,US.INTC,,0.0,0.0
3,US.NVDA,,0.0,0.0
4,US.SNDK,,0.0,0.0
5,US.TSLA,,0.0,0.0
6,US.ORCL,,0.0,0.0
7,US.MRVL,,0.0,0.0
8,US.GOOGL,,0.0,0.0
9,US.MSFT,,0.0,0.0
10,US.AMD,,0.0,0.0
11,US.SMCI,,0.0,0.0
12,US.AAPL,,0.0,0.0
13,US.META,,0.0,0.0
14,US.AVGO,,0.0,0.0
15,US.AMZN,,0.0,0.0
16,US.GOOG,,0.0,0.0
17,US.AMAT,,0.0,0.0
18,US.TSM,,0.0,0.0
19,US.ASML,,0.0,0.0
20,US.SMCIV,,0.0,0.0
21,US.CRDO,,0.0,0.0
22,US.GEV,,0.0,0.0
23,US.LITE,,0.0,0.0
24,US.LRCX,,0.0,0.0
25,US.DELL,,0.0,0.0
26,US.PLTR,,0.0,0.0
27,US.ARM,,0.0,0.0
28,US.NBIS,,0.0,0.0
29,US.AAOI,,0.0,0.0
30,US.KLAC,,0.0,0.0
31,US.RKLB,,0.0,0.0
32,US.HOOD,,0.0,0.0
33,US.LLY,,0.0,0.0
34,US.NOW,,0.0,0.0
35,US.SNOW,,0.0,0.0
36,US.BE,,0.0,0.0
37,US.QCOM,,0.0,0.0
38,US.IREN,,0.0,0.0
39,US.ADBE,,0.0,0.0
40,US.CRWV,,0.0,0.0
41,US.CSCO,,0.0,0.0
42,US.WDC,,0.0,0.0
43,US.PPCB,,0.0,0.0
44,US.BABA,,0.0,0.0
45,US.CAT,,0.0,0.0
46,US.NFLX,,0.0,0.0
47,US.CRM,,0.0,0.0
48,US.ASTS,,0.0,0.0
49,US.CRWD,,0.0,0.0
50,US.EDHL,,0.0,0.0
51,US.GLW,,0.0,0.0
52,US.BRK.B,,0.0,0.0
53,US.NOK,,0.0,0.0
54,US.IONQ,,0.0,0.0
55,US.WMT,,0.0,0.0
56,US.MSTR,,0.0,0.0
57,US.COHR,,0.0,0.0
58,US.APP,,0.0,0.0
59,US.ALAB,,0.0,0.0
60,US.STX,,0.0,0.0
61,US.UBER,,0.0,0.0
62,US.UNH,,0.0,0.0
63,US.JPM,,0.0,0.0
64,US.XOM,,0.0,0.0
65,US.CPNG,,0.0,0.0
66,US.PFE,,0.0,0.0
67,US.V,,0.0,0.0
68,US.STM,,0.0,0.0
