排名,代码,名称,最新价,成交额(亿元)
135,US.SNOW,Snowflake,232.29,17.79
136,US.GILD,吉利德科学,123.76,17.77
137,US.TRV,旅行者财产险集团,307.81,17.76
138,US.OMC,宏盟集团,71.35,17.55
139,US.TTWO,Take-Two互动软件,239.28,17.29
140,US.CME,芝加哥商品交易所,246.38,17.25
141,US.NOK,诺基亚,13.49,17.17
142,US.BMY,施贵宝,54.0,17.14
143,US.CMCSA,康卡斯特,22.43,16.78
144,US.NEE,新纪元能源,86.75,16.72
145,US.CBRS,Cerebras Systems,234.71,16.67
146,US.WELL,Welltower,206.65,16.66
147,US.RTX,雷神技术,185.6,16.61
148,US.POOL,Pool Corp,198.99,16.45
149,US.COF,第一资本信贷,201.53,16.44
150,US.MCHP,微芯科技,99.77,16.28
151,US.COIN,Coinbase,163.26,16.13
152,US.EOG,EOG能源,129.98,15.89
153,US.REGN,再生元制药公司,609.94,15.87
154,US.DVN,戴文能源,42.12,15.81
155,US.ETN,伊顿,421.77,15.66
156,US.TMO,赛默飞世尔,464.61,15.58
157,US.BABA,阿里巴巴,107.1,15.53
158,US.MDLZ,亿滋,60.12,15.41
159,US.MRNA,Moderna,63.96,15.34
160,US.AXP,美国运通,338.0,15.32
161,US.HON,霍尼韦尔,229.01,15.27
162,US.KR,克罗格,56.61,15.25
163,US.LOW,劳氏,222.2,15.14
164,US.GM,通用汽车,79.29,15.03
165,US.CMI,康明斯,716.86,14.94
166,US.GD,通用动力,350.01,14.91
167,US.TJX,TJX公司,163.81,14.89
168,US.SNPS,新思科技,455.51,14.74
169,US.NKE,耐克,45.2,14.59
170,US.VLO,瓦莱罗能源,236.3,14.5
171,US.SOFI,SoFi Technologies,17.91,14.38
172,US.FIX,美国舒适系统,1967.41,14.26
173,US.ADP,自动数据处理,218.41,14.2
174,US.UPS,联合包裹,104.86,13.99
175,US.BSX,波士顿科学,45.29,13.94
176,US.WDAY,Workday,116.93,13.83
177,US.ELV,Elevance Health,388.5,13.76
178,US.SHW,宣伟公司,320.79,13.66
179,US.STM,意法半导体,78.39,13.63
180,US.VRTX,福泰制药,451.63,13.57
181,US.ORLY,奥莱利,86.84,13.53
182,US.ZTS,Zoetis,78.71,13.4
183,US.DASH,DoorDash,173.46,13.33
184,US.TKO,TKO Group Holdings,198.78,13.17
185,US.MO,奥驰亚,69.12,13.16
186,US.CPB,金宝公司,21.15,13.14
187,US.VST,Vistra Energy,163.75,13.14
188,US.NTAP,美国网存,159.71,13.0
189,US.AEP,美国电力,127.69,12.99
190,US.HUM,哈门那,360.65,12.92
191,US.DHR,丹纳赫,177.17,12.86
192,US.USB,美国合众银行,58.14,12.8
193,US.BX,黑石,123.79,12.76
194,US.LYV,Live Nation Entertainment,171.24,12.73
195,US.NUE,纽柯钢铁,243.83,12.72
196,US.FOXA,福克斯公司-A,52.23,12.66
197,US.NOC,诺斯罗普格鲁曼,521.5,12.56
198,US.DAL,达美航空,84.18,12.5
199,US.F,福特汽车,14.06,12.43
200,US.HWM,Howmet Aerospace,277.66,12.4
